species,island,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex
Gentoo,Biscoe,45.1,14.5,215.0,5000.0,FEMALE
Gentoo,Torgersen,53.3,21.3,229.5,6300.0,MALE
Adelie,Dream,32.1,19.5,190.1,2700.0,FEMALE
Adelie,Biscoe,41.1,19.1,188.0,4100.0,MALE
Adelie,Dream,41.5,18.5,201.0,4000.0,MALE
Chinstrap,Dream,46.8,16.9,191.7,2782.2,FEMALE
Adelie,Dream,36.4,17.0,195.0,3325.0,FEMALE
Chinstrap,Dream,58.0,17.8,181.0,3700.0,FEMALE
Gentoo,Biscoe,50.5,15.2,216.0,5000.0,FEMALE
Gentoo,Biscoe,50.0,16.3,230.0,5700.0,MALE
Adelie,Biscoe,45.0,19.1,222.8,4955.9,MALE
Gentoo,Biscoe,49.7,17.5,213.5,3272.0,FEMALE
Chinstrap,Dream,46.4,17.8,191.0,3700.0,FEMALE
Adelie,Biscoe,43.1,17.0,185.5,3623.1,FEMALE
Adelie,Biscoe,40.2,17.3,172.0,3358.9,FEMALE
Adelie,Biscoe,40.0,17.3,194.6,3687.6,FEMALE
Gentoo,Biscoe,38.3,14.1,218.8,4891.3,FEMALE
Adelie,Torgersen,39.2,18.7,191.3,3881.6,FEMALE
Gentoo,Biscoe,34.1,13.1,172.0,2856.5,FEMALE
Chinstrap,Dream,55.8,19.8,207.0,4000.0,MALE
Adelie,Biscoe,39.4,19.6,223.6,5560.1,MALE
Adelie,Dream,37.0,17.0,182.6,3489.2,FEMALE
Chinstrap,Biscoe,55.6,14.1,224.4,5346.7,FEMALE
Adelie,Torgersen,41.1,18.1,193.7,3889.5,MALE
Gentoo,Torgersen,44.2,15.3,205.8,3834.3,FEMALE
Chinstrap,Torgersen,46.4,14.2,202.9,4507.0,FEMALE
Adelie,Dream,38.7,17.8,214.3,3581.0,FEMALE
Adelie,Biscoe,38.1,16.5,198.0,3825.0,FEMALE
Adelie,Torgersen,36.2,17.2,187.0,3150.0,FEMALE
Adelie,Dream,39.3,16.7,192.8,3357.6,FEMALE
Adelie,Biscoe,40.7,17.0,176.3,4796.5,MALE
Gentoo,Biscoe,39.1,13.3,181.4,3860.1,FEMALE
Chinstrap,Torgersen,38.6,17.2,199.6,4016.6,FEMALE
Adelie,Torgersen,41.1,17.6,182.0,3200.0,FEMALE
Adelie,Dream,40.8,18.9,208.0,4300.0,MALE
Adelie,Biscoe,38.7,16.1,207.1,4966.7,FEMALE
Gentoo,Biscoe,48.2,15.3,210.7,4274.0,FEMALE
Gentoo,Biscoe,48.1,14.4,200.0,4466.2,MALE
Adelie,Biscoe,44.2,20.4,199.4,4712.3,MALE
Gentoo,Torgersen,51.7,19.3,224.2,6132.3,MALE
Gentoo,Biscoe,50.2,14.3,218.0,5700.0,MALE
Adelie,Dream,39.2,18.6,190.0,4250.0,MALE
Gentoo,Biscoe,50.8,15.1,220.5,5186.1,MALE
Adelie,Dream,42.3,21.2,191.0,4150.0,MALE
Adelie,Dream,36.0,17.9,190.0,3450.0,FEMALE
Adelie,Torgersen,42.1,19.1,195.0,4000.0,MALE
Chinstrap,Dream,48.5,17.5,191.0,3400.0,MALE
Gentoo,Biscoe,48.4,14.6,213.0,5850.0,MALE
Adelie,Biscoe,36.7,17.7,196.9,3534.2,FEMALE
Adelie,Torgersen,39.6,17.2,196.0,3550.0,FEMALE
Adelie,Torgersen,38.7,19.0,195.0,3450.0,FEMALE
Gentoo,Biscoe,45.3,14.4,213.3,4694.2,FEMALE
Gentoo,Biscoe,44.8,17.5,225.5,5165.1,.
Chinstrap,Biscoe,46.4,17.5,187.0,3043.2,FEMALE
Gentoo,Biscoe,48.4,16.3,220.0,5400.0,MALE
Gentoo,Biscoe,53.7,15.6,214.5,5208.9,MALE
Gentoo,Biscoe,47.2,13.7,214.0,4925.0,FEMALE
Gentoo,Biscoe,46.2,14.9,221.0,5300.0,MALE
Gentoo,Biscoe,51.2,14.8,207.6,5003.0,FEMALE
Chinstrap,Dream,54.2,20.8,201.0,4300.0,MALE
Chinstrap,Dream,52.1,19.1,197.9,6180.8,MALE
Gentoo,Biscoe,50.4,14.2,220.1,4942.7,MALE
Adelie,Dream,38.9,18.8,190.0,3600.0,FEMALE
Adelie,Biscoe,39.6,20.2,189.6,4155.9,MALE
Gentoo,Biscoe,45.2,14.8,212.0,5200.0,FEMALE
Gentoo,Dream,52.3,15.0,223.9,5300.5,MALE
Adelie,Dream,41.3,20.3,194.0,3550.0,MALE
Adelie,Biscoe,37.9,18.6,172.0,3150.0,FEMALE
Gentoo,Biscoe,42.6,13.7,213.0,4950.0,FEMALE
Gentoo,Biscoe,37.6,14.1,206.4,4542.2,FEMALE
Chinstrap,Dream,50.2,18.7,198.0,3775.0,FEMALE
Gentoo,Biscoe,50.5,15.9,225.0,5400.0,MALE
Gentoo,Biscoe,46.9,15.4,211.7,4870.6,MALE
Gentoo,Biscoe,44.9,13.8,212.0,4750.0,FEMALE
Gentoo,Biscoe,43.2,14.5,208.0,4450.0,FEMALE
Adelie,Dream,40.7,17.0,190.0,3725.0,MALE
Gentoo,Biscoe,45.2,13.8,215.0,4750.0,FEMALE
Adelie,Dream,37.6,19.3,181.0,3300.0,FEMALE
Gentoo,Biscoe,47.6,14.5,215.0,5400.0,MALE
Gentoo,Biscoe,49.1,14.8,220.0,5150.0,FEMALE
Adelie,Torgersen,34.6,21.1,198.0,4400.0,MALE
Adelie,Biscoe,40.5,17.9,187.0,3200.0,FEMALE
Gentoo,Biscoe,46.4,15.0,216.0,4700.0,FEMALE
Gentoo,Biscoe,37.2,14.9,199.6,4433.6,FEMALE
Adelie,Torgersen,41.3,19.2,196.7,3811.7,MALE
Adelie,Biscoe,40.0,18.8,198.9,4151.9,MALE
Adelie,Dream,35.7,18.0,202.0,3550.0,FEMALE
Gentoo,Biscoe,47.2,15.5,215.0,4975.0,FEMALE
Adelie,Dream,38.7,17.7,185.2,3295.6,FEMALE
Chinstrap,Dream,52.9,18.8,208.9,4842.6,MALE
Gentoo,Biscoe,45.5,13.9,210.0,4200.0,FEMALE
Chinstrap,Dream,49.3,19.9,203.0,4050.0,MALE
Chinstrap,Dream,48.1,16.4,199.0,3325.0,FEMALE
Adelie,Biscoe,32.8,16.5,187.0,3469.5,FEMALE
Adelie,Dream,43.2,18.5,192.0,4100.0,MALE
Gentoo,Biscoe,45.8,14.2,219.0,4700.0,FEMALE
Gentoo,Biscoe,42.8,14.2,209.0,4700.0,FEMALE
Gentoo,Biscoe,48.8,13.4,215.0,4399.6,FEMALE
Gentoo,Biscoe,51.7,16.9,220.3,6300.0,FEMALE
Adelie,Dream,40.9,18.9,184.0,3900.0,MALE
Chinstrap,Dream,46.9,16.6,192.0,2700.0,FEMALE
Adelie,Biscoe,41.1,18.8,190.3,3371.0,FEMALE
Chinstrap,Biscoe,45.9,15.5,173.1,3097.8,FEMALE
Chinstrap,Dream,42.5,16.7,187.0,3350.0,FEMALE
Gentoo,Biscoe,40.5,14.8,209.4,4534.3,MALE
Chinstrap,Dream,51.3,18.2,197.0,3750.0,MALE
Adelie,Torgersen,42.9,17.6,196.0,4700.0,MALE
Gentoo,Biscoe,47.4,15.6,210.1,3760.4,FEMALE
Adelie,Dream,33.1,16.1,178.0,2900.0,FEMALE
Adelie,Biscoe,47.1,20.0,200.5,5185.0,MALE
Adelie,Torgersen,35.5,17.5,190.0,3700.0,FEMALE
Gentoo,Biscoe,41.3,15.0,208.7,4302.6,FEMALE
Chinstrap,Dream,45.1,17.1,195.2,3326.6,FEMALE
