species,island,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex
Adelie,Biscoe,52.2,17.3,186.7,4338.0,MALE
Adelie,Biscoe,47.1,17.8,209.1,4085.6,MALE
Gentoo,Dream,47.5,18.2,198.6,4776.0,MALE
Chinstrap,Dream,49.0,14.9,188.6,4742.3,FEMALE
Chinstrap,Dream,34.8,17.9,208.0,3576.2,FEMALE
Chinstrap,Dream,38.0,17.2,188.6,3662.9,FEMALE
Gentoo,Biscoe,51.4,17.1,212.0,4748.7,FEMALE
Gentoo,Torgersen,43.4,18.0,198.8,4401.3,MALE
Chinstrap,Biscoe,41.3,17.8,179.6,4658.5,MALE
Gentoo,Biscoe,49.0,17.8,199.0,4568.0,MALE
Gentoo,Biscoe,45.9,17.6,226.1,5610.7,MALE
Chinstrap,Dream,43.7,16.9,209.2,5115.9,MALE
Gentoo,Biscoe,35.7,17.2,219.8,3322.6,FEMALE
Gentoo,Biscoe,49.7,18.1,210.8,5545.8,MALE
Adelie,Biscoe,40.6,18.0,197.6,4768.1,FEMALE
Adelie,Biscoe,37.0,18.5,180.1,4069.6,MALE
Adelie,Torgersen,51.9,18.0,202.3,4766.0,MALE
Adelie,Biscoe,40.5,17.7,196.0,4860.4,MALE
Chinstrap,Torgersen,42.7,17.6,223.3,5039.2,MALE
Adelie,Biscoe,34.5,17.4,222.7,3559.5,FEMALE
Gentoo,Dream,54.3,17.7,230.8,4084.8,MALE
Adelie,Dream,38.6,18.2,218.0,4271.9,MALE
Adelie,Dream,50.2,18.5,181.8,5836.1,MALE
Gentoo,Dream,50.1,17.0,189.7,3925.9,MALE
Chinstrap,Dream,41.9,19.7,177.0,4247.7,FEMALE
Chinstrap,Torgersen,41.8,13.4,207.3,4873.4,FEMALE
Adelie,Biscoe,37.2,17.8,189.4,4055.0,MALE
Chinstrap,Dream,51.9,18.0,211.1,5576.3,MALE
Gentoo,Biscoe,49.1,16.5,216.5,4912.7,FEMALE
Chinstrap,Biscoe,36.1,15.7,182.2,2700.0,FEMALE
Gentoo,Biscoe,42.2,14.1,217.4,4983.4,FEMALE
Adelie,Dream,37.6,19.2,214.6,5074.1,MALE
Adelie,Biscoe,41.5,18.4,192.1,3502.1,FEMALE
Adelie,Dream,37.0,18.5,193.4,4319.6,MALE
Adelie,Biscoe,49.4,18.0,222.1,6152.1,FEMALE
Gentoo,Biscoe,40.4,13.8,210.4,4757.4,FEMALE
Chinstrap,Biscoe,36.6,17.9,176.5,3842.8,MALE
Gentoo,Biscoe,53.5,17.8,221.9,5658.4,MALE
Adelie,Dream,35.2,18.2,211.8,4413.5,FEMALE
Adelie,Biscoe,40.8,18.2,217.3,5170.8,MALE
Adelie,Torgersen,41.3,17.1,189.6,4911.5,MALE
Chinstrap,Dream,34.8,17.7,178.8,3901.7,FEMALE
Chinstrap,Dream,40.0,17.4,212.6,3409.6,MALE
Adelie,Biscoe,42.9,17.5,195.6,4117.4,FEMALE
Gentoo,Biscoe,48.4,17.7,211.0,4259.5,MALE
Gentoo,Biscoe,51.4,18.4,226.5,5754.1,MALE
Chinstrap,Dream,50.9,17.9,218.7,3656.5,MALE
Gentoo,Biscoe,47.8,18.2,190.9,4418.1,MALE
Chinstrap,Dream,40.5,19.2,223.0,2784.4,FEMALE
Gentoo,Biscoe,35.7,17.6,197.6,3520.2,FEMALE
Chinstrap,Torgersen,45.1,17.9,181.4,3943.8,MALE
Gentoo,Torgersen,41.8,15.9,185.7,3861.8,MALE
Adelie,Biscoe,49.1,18.5,231.0,5147.1,MALE
Adelie,Torgersen,50.3,17.8,194.2,6300.0,MALE
Adelie,Biscoe,40.2,14.4,221.2,5477.5,FEMALE
Adelie,Dream,34.4,16.9,186.3,2906.0,FEMALE
Chinstrap,Biscoe,48.8,16.1,219.9,3996.2,FEMALE
Adelie,Torgersen,43.3,18.3,218.8,5270.4,MALE
Chinstrap,Biscoe,48.5,16.9,214.1,3267.6,MALE
Adelie,Dream,39.3,17.5,213.8,4839.1,MALE
Gentoo,Biscoe,42.9,17.5,187.0,3988.6,FEMALE
Adelie,Dream,36.2,18.3,194.5,3793.5,MALE
Gentoo,Biscoe,38.7,18.4,214.8,5168.9,MALE
Gentoo,Dream,49.1,17.1,216.5,4170.6,MALE
Gentoo,Biscoe,48.9,14.0,183.4,4087.8,MALE
Gentoo,Biscoe,51.3,18.3,213.2,4298.6,MALE
Gentoo,Biscoe,41.7,18.1,198.1,3666.1,FEMALE
Adelie,Biscoe,38.6,17.3,227.4,2700.0,MALE
Gentoo,Dream,45.4,14.8,181.2,2973.9,FEMALE
Adelie,Dream,35.0,20.6,194.2,3922.1,FEMALE
Gentoo,Biscoe,43.8,16.9,213.0,4024.0,MALE
Adelie,Biscoe,40.6,16.9,197.4,3786.2,FEMALE
Adelie,Dream,36.7,19.7,218.0,2786.5,FEMALE
Chinstrap,Dream,51.8,19.0,187.7,3534.9,FEMALE
Adelie,Biscoe,35.2,17.7,190.1,4976.4,MALE
Adelie,Biscoe,35.8,18.0,215.5,3984.1,MALE
Gentoo,Dream,46.2,19.5,196.6,3466.7,FEMALE
Adelie,Biscoe,39.3,18.4,181.1,5166.6,MALE
Adelie,Dream,53.6,17.8,200.1,4201.2,MALE
Gentoo,Biscoe,43.2,17.7,228.2,4190.6,MALE
Chinstrap,Biscoe,41.3,17.8,200.1,4514.4,MALE
Gentoo,Biscoe,52.5,17.9,215.0,5473.9,MALE
Gentoo,Biscoe,41.5,17.8,220.4,5653.6,MALE
Gentoo,Biscoe,47.4,18.2,190.7,6184.3,FEMALE
Gentoo,Biscoe,48.3,17.7,190.0,4922.6,MALE
Chinstrap,Dream,44.3,17.7,201.2,3597.7,MALE
Adelie,Dream,37.9,18.3,188.8,3940.5,MALE
Chinstrap,Torgersen,47.4,18.1,203.1,2700.0,MALE
Chinstrap,Dream,50.8,19.0,210.0,4100.0,MALE
Chinstrap,Torgersen,50.7,14.5,221.4,4222.8,MALE
Adelie,Biscoe,46.9,17.1,218.9,4953.0,FEMALE
Gentoo,Biscoe,43.5,15.2,213.0,4650.0,FEMALE
Chinstrap,Dream,38.3,17.6,184.2,3460.1,FEMALE
Gentoo,Biscoe,44.9,17.2,207.7,3671.0,FEMALE
Gentoo,Biscoe,51.1,18.1,201.8,4144.1,MALE
Adelie,Dream,39.6,21.4,195.6,3926.8,MALE
Adelie,Dream,36.7,17.7,188.3,3355.7,FEMALE
Chinstrap,Biscoe,39.9,16.9,189.9,3196.5,FEMALE
Gentoo,Biscoe,44.9,13.6,217.6,5562.0,FEMALE
Adelie,Biscoe,49.6,18.0,210.0,4913.3,MALE
Gentoo,Dream,51.1,19.0,213.0,4217.0,MALE
Gentoo,Biscoe,48.7,15.1,222.0,5350.0,MALE
Chinstrap,Dream,45.0,18.0,181.3,5746.3,MALE
Gentoo,Torgersen,47.6,18.0,195.7,6291.0,FEMALE
Adelie,Biscoe,41.2,21.2,184.5,4264.3,MALE
Adelie,Biscoe,33.9,17.4,210.0,2938.2,FEMALE
Gentoo,Torgersen,49.4,17.3,185.4,4962.4,MALE
Chinstrap,Biscoe,41.3,16.4,217.5,2958.6,FEMALE
Adelie,Torgersen,40.9,16.9,211.5,3833.9,MALE
Gentoo,Biscoe,47.0,14.4,195.2,5125.6,FEMALE
Gentoo,Dream,37.8,18.0,175.8,4234.5,MALE
Chinstrap,Dream,52.1,18.3,210.2,3706.4,MALE
Gentoo,Biscoe,48.2,13.9,220.3,5484.5,FEMALE
Adelie,Dream,42.0,18.2,193.1,3649.8,MALE
Chinstrap,Biscoe,41.3,21.1,213.5,5629.9,MALE
Gentoo,Biscoe,52.7,17.6,229.6,4311.4,MALE
Chinstrap,Dream,46.0,17.6,185.9,3924.7,FEMALE
Gentoo,Biscoe,47.8,17.9,215.8,5900.4,MALE
Gentoo,Biscoe,48.5,17.8,219.2,4649.0,MALE
Gentoo,Dream,47.7,17.7,186.4,3621.5,MALE
Chinstrap,Dream,50.3,17.9,190.6,4240.0,MALE
Adelie,Dream,46.3,18.0,216.4,3952.1,MALE
Gentoo,Biscoe,41.7,16.4,207.1,5604.2,MALE
Chinstrap,Torgersen,38.6,17.0,191.6,3995.2,FEMALE
Chinstrap,Biscoe,41.0,18.0,183.2,5057.5,MALE
Gentoo,Biscoe,46.1,14.2,210.0,3709.8,FEMALE
Adelie,Torgersen,43.2,17.5,195.6,6020.0,MALE
Gentoo,Torgersen,34.7,17.4,197.3,3611.0,MALE
Gentoo,Dream,35.9,17.2,211.9,4223.0,FEMALE
Gentoo,Biscoe,38.8,20.3,222.8,4954.9,FEMALE
Adelie,Torgersen,48.0,18.7,197.2,4893.8,MALE
Adelie,Biscoe,40.3,18.3,212.6,4126.5,MALE
Adelie,Dream,33.1,19.3,211.0,6218.9,MALE
Gentoo,Biscoe,52.9,15.0,211.4,5260.3,MALE
Gentoo,Biscoe,47.0,15.7,204.5,4249.9,MALE
Gentoo,Dream,54.2,17.6,192.3,6300.0,FEMALE
Adelie,Dream,41.8,17.7,191.3,3380.2,FEMALE
Chinstrap,Biscoe,50.2,16.3,189.4,3749.6,MALE
Gentoo,Biscoe,50.2,15.5,200.8,4705.1,MALE
Adelie,Biscoe,37.2,17.0,189.2,3179.2,FEMALE
Adelie,Dream,38.7,17.7,180.6,4112.1,MALE
Adelie,Dream,46.3,17.9,202.3,3998.1,MALE
Gentoo,Biscoe,46.3,14.0,202.9,3681.6,FEMALE
Adelie,Torgersen,40.5,18.3,198.4,3689.6,MALE
Gentoo,Biscoe,46.3,17.5,207.3,5491.8,MALE
Adelie,Dream,50.7,19.0,196.8,5211.5,MALE
Chinstrap,Dream,42.1,18.2,199.0,3127.6,MALE
Gentoo,Dream,41.4,18.3,220.3,2700.0,MALE
Gentoo,Biscoe,37.5,16.9,213.2,3156.8,FEMALE
Chinstrap,Biscoe,36.6,18.6,181.8,2733.1,FEMALE
Chinstrap,Biscoe,38.7,16.0,215.7,3329.3,FEMALE
Gentoo,Biscoe,39.8,18.0,209.8,5111.7,FEMALE
Gentoo,Biscoe,47.3,16.9,217.5,5601.8,FEMALE
Adelie,Biscoe,40.2,17.9,198.6,3856.2,FEMALE
Gentoo,Biscoe,47.1,18.4,210.3,4025.5,MALE
Adelie,Dream,47.2,14.8,208.3,5530.2,MALE
Adelie,Biscoe,35.1,14.0,181.6,4783.4,MALE
Gentoo,Biscoe,38.7,18.5,226.8,3449.8,MALE
Adelie,Biscoe,41.9,18.8,181.0,4191.7,MALE
Adelie,Torgersen,42.0,14.9,188.1,3788.4,MALE
Chinstrap,Dream,41.9,14.1,186.0,3575.1,FEMALE
Gentoo,Dream,41.5,18.6,227.4,5404.4,MALE
Adelie,Torgersen,40.9,13.3,220.9,4872.0,FEMALE
Gentoo,Biscoe,51.7,15.6,217.1,5788.6,MALE
Adelie,Biscoe,37.2,17.9,197.7,3483.4,FEMALE
Gentoo,Biscoe,49.7,14.1,187.6,4709.2,MALE
Adelie,Dream,36.8,17.6,185.7,3116.5,MALE
Gentoo,Biscoe,51.9,17.9,198.2,4083.5,MALE
Gentoo,Torgersen,47.2,17.4,213.5,4832.2,FEMALE
Adelie,Biscoe,32.1,14.3,219.6,3629.4,FEMALE
Gentoo,Biscoe,47.7,18.2,210.0,4275.6,MALE
Adelie,Torgersen,41.3,19.2,196.7,3811.7,MALE
Gentoo,Biscoe,50.2,19.2,218.0,4500.0,FEMALE
Gentoo,Biscoe,35.9,18.0,215.1,3753.4,MALE
Adelie,Dream,39.4,18.4,210.7,3398.4,FEMALE
Adelie,Biscoe,51.3,19.4,214.6,3916.9,FEMALE
Chinstrap,Dream,48.0,18.3,221.9,5299.7,MALE
Chinstrap,Biscoe,53.3,19.8,219.1,5650.7,MALE
Adelie,Dream,46.7,14.1,183.3,3662.2,FEMALE
Adelie,Torgersen,48.9,15.1,197.3,4112.7,MALE
Adelie,Torgersen,55.0,17.0,219.1,4986.4,MALE
Adelie,Biscoe,42.4,18.6,176.4,3421.0,MALE
Adelie,Torgersen,40.8,17.5,198.0,3978.0,MALE
Adelie,Biscoe,32.4,19.2,177.0,2780.9,FEMALE
Adelie,Biscoe,46.4,20.3,226.0,4245.7,MALE
Adelie,Biscoe,34.7,17.0,197.6,3581.4,FEMALE
Adelie,Biscoe,42.0,16.4,225.9,5554.3,MALE
Gentoo,Dream,53.3,14.3,214.9,4321.7,MALE
Gentoo,Biscoe,49.1,18.5,214.8,4312.8,FEMALE
Gentoo,Biscoe,48.9,16.8,229.0,5087.3,MALE
Gentoo,Dream,51.6,17.7,192.7,6214.6,MALE
Chinstrap,Biscoe,32.1,14.8,209.4,3732.6,MALE
Adelie,Dream,40.6,17.9,191.1,3353.0,MALE
Chinstrap,Dream,50.9,17.3,225.9,5003.0,MALE
Gentoo,Biscoe,40.8,13.9,220.9,5549.3,MALE
Chinstrap,Biscoe,50.0,20.2,211.3,5798.3,FEMALE
Adelie,Biscoe,43.1,17.6,223.4,4122.5,MALE
Gentoo,Biscoe,35.6,17.7,191.1,4304.1,MALE
Adelie,Biscoe,41.0,19.9,208.7,3781.8,MALE
Chinstrap,Dream,43.0,18.5,209.9,4064.5,FEMALE
Adelie,Dream,41.6,17.3,177.8,3402.3,MALE
Chinstrap,Biscoe,40.7,17.2,197.5,3994.0,MALE
Gentoo,Biscoe,49.6,16.6,227.5,6300.0,MALE
Gentoo,Biscoe,51.2,16.2,222.4,6074.9,MALE
Chinstrap,Dream,37.6,18.1,194.3,3619.7,FEMALE
Gentoo,Biscoe,37.1,15.8,209.2,5118.8,MALE
Adelie,Torgersen,50.8,21.5,189.2,3569.5,MALE
Adelie,Dream,33.7,15.1,180.7,3878.0,FEMALE
Gentoo,Biscoe,35.7,15.5,184.5,5107.1,FEMALE
Gentoo,Biscoe,42.3,15.1,209.6,4977.6,FEMALE
Adelie,Biscoe,35.3,18.9,187.0,3800.0,FEMALE
Gentoo,Biscoe,48.0,14.8,204.0,3740.3,MALE
Chinstrap,Biscoe,40.8,17.8,224.1,4968.7,MALE
Chinstrap,Dream,42.0,17.5,185.8,4652.3,MALE
Gentoo,Torgersen,44.7,14.7,227.0,4870.9,MALE
Adelie,Dream,34.4,18.5,183.2,3318.2,FEMALE
Gentoo,Biscoe,49.5,16.0,226.9,5441.7,MALE
Adelie,Biscoe,39.3,17.0,215.9,4478.7,FEMALE
Gentoo,Biscoe,50.5,16.0,224.8,5578.5,MALE
Adelie,Biscoe,32.1,17.7,189.5,5010.2,MALE
Adelie,Biscoe,41.3,17.2,172.0,3508.6,MALE
Adelie,Biscoe,36.5,17.5,212.8,4825.2,FEMALE
Gentoo,Biscoe,49.6,15.3,220.5,4692.5,MALE
Gentoo,Dream,38.0,16.6,184.3,3587.7,FEMALE
