species,island,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex
Adelie,Biscoe,39.0,18.3,212.5,3482.8,FEMALE
Adelie,Torgersen,38.8,17.6,191.0,3275.0,FEMALE
Adelie,Biscoe,46.3,18.6,212.8,4665.5,MALE
Adelie,Dream,42.0,18.1,221.9,5424.7,MALE
Chinstrap,Dream,47.5,18.4,185.9,3984.8,MALE
Gentoo,Dream,36.1,14.5,214.5,4271.0,MALE
Adelie,Torgersen,39.1,18.6,185.8,3345.0,MALE
Adelie,Biscoe,49.6,15.9,225.6,3949.7,MALE
Adelie,Biscoe,37.7,15.0,181.8,3500.5,FEMALE
Adelie,Torgersen,38.5,19.9,201.8,4330.9,MALE
Adelie,Dream,40.2,17.1,193.0,3400.0,FEMALE
Chinstrap,Biscoe,53.4,18.1,188.5,3642.4,MALE
Adelie,Dream,40.0,18.8,188.3,4015.4,MALE
Gentoo,Dream,53.3,14.3,214.9,4321.7,MALE
Adelie,Torgersen,35.9,16.6,190.0,3050.0,FEMALE
Adelie,Biscoe,39.5,18.3,192.4,6300.0,FEMALE
Gentoo,Biscoe,47.0,18.3,214.6,4011.3,MALE
Adelie,Dream,48.1,18.6,186.1,5453.7,MALE
Chinstrap,Biscoe,47.1,18.5,226.9,4087.3,MALE
Adelie,Torgersen,39.0,17.1,191.0,3050.0,FEMALE
Adelie,Biscoe,36.9,17.7,181.4,3525.3,FEMALE
Chinstrap,Torgersen,51.4,15.2,225.5,4206.2,MALE
Adelie,Biscoe,38.0,18.5,173.8,5182.5,MALE
Adelie,Dream,42.3,17.4,213.4,3531.1,FEMALE
Adelie,Biscoe,42.0,17.3,209.7,4021.2,MALE
Adelie,Biscoe,40.0,18.3,218.0,4065.7,FEMALE
Gentoo,Biscoe,49.2,15.9,190.4,4260.8,MALE
Adelie,Biscoe,37.2,17.1,215.6,4018.6,MALE
Adelie,Biscoe,41.6,18.5,218.8,5503.1,MALE
Adelie,Dream,41.7,18.1,212.9,5211.6,MALE
Gentoo,Biscoe,42.9,13.5,213.8,3848.8,FEMALE
Adelie,Dream,46.1,16.2,201.9,4562.4,FEMALE
Adelie,Biscoe,49.7,18.3,195.6,4135.5,MALE
Adelie,Biscoe,40.6,18.8,217.9,4877.8,MALE
Adelie,Biscoe,41.5,21.2,212.2,5336.8,MALE
Adelie,Biscoe,40.5,19.3,216.9,3976.7,MALE
Adelie,Biscoe,36.8,18.1,174.6,4062.3,MALE
Adelie,Dream,32.1,19.5,190.1,2700.0,FEMALE
Gentoo,Biscoe,39.1,13.5,225.7,4927.8,FEMALE
Chinstrap,Biscoe,52.8,18.4,214.2,5614.0,MALE
Chinstrap,Dream,38.2,14.4,184.8,4125.3,FEMALE
Adelie,Biscoe,36.7,18.4,217.7,4847.1,MALE
Chinstrap,Dream,46.1,17.0,199.2,4427.0,MALE
Chinstrap,Biscoe,48.8,14.9,222.4,4210.9,FEMALE
Gentoo,Biscoe,53.4,15.8,219.0,5500.0,MALE
Gentoo,Biscoe,46.2,14.9,221.0,5300.0,MALE
Chinstrap,Torgersen,42.2,18.2,193.1,4496.9,FEMALE
Gentoo,Biscoe,49.5,20.0,204.4,4606.7,MALE
Adelie,Dream,34.7,17.9,189.6,3368.2,FEMALE
Gentoo,Biscoe,46.1,15.0,198.7,5117.6,MALE
Chinstrap,Biscoe,43.0,17.0,195.1,4702.0,FEMALE
Chinstrap,Dream,35.8,19.7,177.5,3581.3,FEMALE
Gentoo,Biscoe,48.6,14.7,208.9,4961.0,MALE
Gentoo,Biscoe,50.0,15.9,224.0,5350.0,MALE
Gentoo,Biscoe,49.8,17.2,222.8,5195.0,MALE
Gentoo,Dream,39.0,14.5,216.8,4883.3,MALE
Gentoo,Biscoe,43.4,14.4,218.0,4600.0,FEMALE
Adelie,Torgersen,35.5,17.5,190.0,3700.0,FEMALE
Chinstrap,Torgersen,52.4,21.4,185.4,5035.5,MALE
Gentoo,Biscoe,49.5,16.0,217.1,5239.3,MALE
Chinstrap,Biscoe,45.2,15.8,186.6,2754.5,FEMALE
Chinstrap,Dream,52.7,19.8,197.0,3725.0,MALE
Gentoo,Biscoe,54.2,18.0,212.6,5449.2,MALE
Gentoo,Biscoe,51.1,17.0,221.7,3626.2,FEMALE
Gentoo,Biscoe,45.6,18.5,212.5,5392.5,MALE
Chinstrap,Dream,50.6,18.4,189.5,3942.2,MALE
Adelie,Dream,40.5,20.9,183.2,3338.4,FEMALE
Chinstrap,Biscoe,49.5,15.4,211.9,4411.4,MALE
Adelie,Dream,35.5,18.6,198.0,3616.1,FEMALE
Chinstrap,Dream,43.9,19.1,219.1,4288.9,MALE
Gentoo,Biscoe,47.8,16.1,219.3,5632.0,MALE
Gentoo,Biscoe,48.1,17.3,224.5,5856.8,FEMALE
Gentoo,Dream,37.7,17.0,186.5,3855.0,MALE
Adelie,Biscoe,41.5,17.0,186.8,3736.9,MALE
Gentoo,Biscoe,43.3,16.4,184.1,3399.5,FEMALE
Gentoo,Biscoe,55.9,17.8,220.5,5401.2,MALE
Gentoo,Biscoe,45.4,17.6,214.6,5501.1,MALE
Adelie,Dream,38.8,15.3,200.4,4013.5,MALE
Gentoo,Biscoe,47.4,17.1,219.2,4703.1,FEMALE
Gentoo,Dream,51.4,21.0,174.8,4962.9,MALE
Adelie,Biscoe,45.4,16.0,203.0,4291.4,MALE
Chinstrap,Dream,52.8,20.0,205.0,4550.0,MALE
Adelie,Torgersen,37.2,18.4,194.9,2700.0,FEMALE
Gentoo,Biscoe,47.0,20.1,224.5,5108.8,MALE
Adelie,Torgersen,47.6,16.5,186.6,3427.3,FEMALE
Adelie,Biscoe,40.1,18.9,188.0,4300.0,MALE
Adelie,Biscoe,39.6,17.9,196.8,4162.6,FEMALE
