species,island,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex
Gentoo,Biscoe,45.1,14.5,215.0,5000.0,FEMALE
Chinstrap,Biscoe,38.0,16.3,186.8,3622.0,FEMALE
Gentoo,Biscoe,53.1,16.9,231.0,6277.3,MALE
Adelie,Biscoe,41.1,19.1,188.0,4100.0,MALE
Adelie,Dream,41.5,18.5,201.0,4000.0,MALE
Adelie,Dream,36.1,18.9,189.4,3999.2,MALE
Adelie,Dream,36.4,17.0,195.0,3325.0,FEMALE
Chinstrap,Dream,58.0,17.8,181.0,3700.0,FEMALE
Gentoo,Biscoe,50.5,15.2,216.0,5000.0,FEMALE
Gentoo,Biscoe,50.0,16.3,230.0,5700.0,MALE
Adelie,Biscoe,35.8,19.3,188.3,3325.3,FEMALE
Adelie,Torgersen,37.2,20.6,187.9,4280.2,MALE
Chinstrap,Dream,46.4,17.8,191.0,3700.0,FEMALE
Adelie,Torgersen,38.2,18.7,189.4,3522.5,FEMALE
Chinstrap,Dream,46.3,19.3,198.1,4130.6,FEMALE
Gentoo,Biscoe,52.1,15.9,223.8,5772.1,FEMALE
Gentoo,Biscoe,50.6,16.3,229.0,6188.5,MALE
Gentoo,Biscoe,47.7,14.8,218.3,5187.9,MALE
Adelie,Torgersen,37.9,18.7,190.4,3873.9,MALE
Chinstrap,Dream,55.8,19.8,207.0,4000.0,MALE
Chinstrap,Biscoe,47.3,15.5,220.8,5050.2,FEMALE
Gentoo,Biscoe,37.5,15.9,214.0,5692.8,MALE
Chinstrap,Dream,46.1,14.9,214.2,5477.4,MALE
Adelie,Torgersen,39.6,20.1,219.9,3764.0,MALE
Adelie,Dream,37.4,18.8,190.9,3784.4,MALE
Gentoo,Biscoe,51.3,16.3,229.1,5911.0,FEMALE
Adelie,Biscoe,37.6,17.5,185.7,3172.8,FEMALE
Adelie,Biscoe,38.1,16.5,198.0,3825.0,FEMALE
Adelie,Torgersen,36.2,17.2,187.0,3150.0,FEMALE
Adelie,Dream,37.9,17.0,188.0,3384.8,FEMALE
Gentoo,Biscoe,48.5,15.2,220.8,5585.1,FEMALE
Adelie,Biscoe,51.8,19.1,225.8,4942.7,MALE
Gentoo,Biscoe,36.3,16.6,210.8,3272.4,FEMALE
Adelie,Torgersen,41.1,17.6,182.0,3200.0,FEMALE
Adelie,Dream,40.8,18.9,208.0,4300.0,MALE
Gentoo,Biscoe,54.0,17.4,231.0,6300.0,MALE
Chinstrap,Dream,49.0,19.6,197.6,5111.2,MALE
Gentoo,Biscoe,48.8,16.4,222.9,5996.6,FEMALE
Chinstrap,Dream,49.1,19.1,193.3,4237.5,FEMALE
Adelie,Dream,38.5,17.6,192.2,3690.9,FEMALE
Gentoo,Biscoe,50.2,14.3,218.0,5700.0,MALE
Adelie,Dream,39.2,18.6,190.0,4250.0,MALE
Adelie,Dream,36.3,19.8,190.4,3829.3,MALE
Adelie,Dream,42.3,21.2,191.0,4150.0,MALE
Adelie,Dream,36.0,17.9,190.0,3450.0,FEMALE
Adelie,Torgersen,42.1,19.1,195.0,4000.0,MALE
Chinstrap,Dream,48.5,17.5,191.0,3400.0,MALE
Gentoo,Biscoe,48.4,14.6,213.0,5850.0,MALE
Chinstrap,Dream,54.7,21.2,207.7,4624.2,MALE
Adelie,Torgersen,39.6,17.2,196.0,3550.0,FEMALE
Adelie,Torgersen,38.7,19.0,195.0,3450.0,FEMALE
Adelie,Biscoe,36.3,19.2,199.7,4092.2,MALE
Gentoo,Biscoe,46.7,15.1,209.3,4948.5,MALE
Adelie,Biscoe,38.1,19.7,194.8,4080.4,MALE
Gentoo,Biscoe,48.4,16.3,220.0,5400.0,MALE
Adelie,Biscoe,35.5,17.3,190.1,3357.3,FEMALE
Gentoo,Biscoe,47.2,13.7,214.0,4925.0,FEMALE
Gentoo,Biscoe,46.2,14.9,221.0,5300.0,MALE
Gentoo,Biscoe,47.5,14.9,215.8,5491.3,FEMALE
Chinstrap,Dream,54.2,20.8,201.0,4300.0,MALE
Chinstrap,Dream,47.4,19.2,200.1,3968.5,MALE
Chinstrap,Dream,50.3,20.4,191.9,4008.9,FEMALE
Adelie,Dream,38.9,18.8,190.0,3600.0,FEMALE
Adelie,Biscoe,35.8,18.3,190.1,3478.4,FEMALE
Gentoo,Biscoe,45.2,14.8,212.0,5200.0,FEMALE
Adelie,Biscoe,36.5,18.9,182.7,3558.3,FEMALE
Adelie,Dream,41.3,20.3,194.0,3550.0,MALE
Adelie,Biscoe,37.9,18.6,172.0,3150.0,FEMALE
Gentoo,Biscoe,42.6,13.7,213.0,4950.0,FEMALE
Chinstrap,Dream,48.7,20.6,199.3,4214.4,MALE
Chinstrap,Dream,50.2,18.7,198.0,3775.0,FEMALE
Gentoo,Biscoe,50.5,15.9,225.0,5400.0,MALE
Chinstrap,Dream,49.7,20.6,198.4,4181.2,MALE
Gentoo,Biscoe,44.9,13.8,212.0,4750.0,FEMALE
Gentoo,Biscoe,43.2,14.5,208.0,4450.0,FEMALE
Adelie,Dream,40.7,17.0,190.0,3725.0,MALE
Gentoo,Biscoe,45.2,13.8,215.0,4750.0,FEMALE
Adelie,Dream,37.6,19.3,181.0,3300.0,FEMALE
Gentoo,Biscoe,47.6,14.5,215.0,5400.0,MALE
Gentoo,Biscoe,49.1,14.8,220.0,5150.0,FEMALE
Adelie,Torgersen,34.6,21.1,198.0,4400.0,MALE
Adelie,Biscoe,40.5,17.9,187.0,3200.0,FEMALE
Gentoo,Biscoe,46.4,15.0,216.0,4700.0,FEMALE
Adelie,Torgersen,37.9,20.1,194.1,5646.4,MALE
Chinstrap,Dream,46.6,19.6,198.6,4063.2,MALE
Gentoo,Biscoe,49.2,15.7,224.8,5473.0,MALE
Adelie,Dream,35.7,18.0,202.0,3550.0,FEMALE
Gentoo,Biscoe,47.2,15.5,215.0,4975.0,FEMALE
Gentoo,Biscoe,50.0,20.7,223.8,5673.6,MALE
Gentoo,Biscoe,48.4,15.3,221.6,5645.3,MALE
Gentoo,Biscoe,45.5,13.9,210.0,4200.0,FEMALE
Chinstrap,Dream,49.3,19.9,203.0,4050.0,MALE
Chinstrap,Dream,48.1,16.4,199.0,3325.0,FEMALE
Adelie,Dream,36.6,20.6,188.8,3992.7,MALE
Adelie,Dream,43.2,18.5,192.0,4100.0,MALE
Gentoo,Biscoe,45.8,14.2,219.0,4700.0,FEMALE
Gentoo,Biscoe,42.8,14.2,209.0,4700.0,FEMALE
Chinstrap,Dream,47.5,19.2,191.8,3683.5,MALE
Gentoo,Biscoe,47.4,15.1,215.2,4633.9,FEMALE
Adelie,Dream,40.9,18.9,184.0,3900.0,MALE
Chinstrap,Dream,46.9,16.6,192.0,2700.0,FEMALE
Gentoo,Biscoe,46.0,15.3,212.4,5245.6,FEMALE
Gentoo,Biscoe,46.6,15.3,215.2,5218.5,FEMALE
Chinstrap,Dream,42.5,16.7,187.0,3350.0,FEMALE
