,species,island,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex
0,Chinstrap,Dream,35.0,17.2,200.0,5650.0,.
1,Adelie,Torgersen,51.9,19.7,195.0,3575.0,.
2,Chinstrap,Biscoe,49.4,18.5,192.0,2850.0,.
3,Gentoo,Torgersen,47.0,14.5,203.0,5800.0,FEMALE
4,Adelie,Biscoe,55.8,14.5,230.0,4750.0,.
5,Adelie,Torgersen,48.5,13.9,194.0,3100.0,FEMALE
6,Adelie,Biscoe,51.3,17.7,181.0,3200.0,FEMALE
7,Gentoo,Dream,44.1,15.0,193.0,4475.0,MALE
8,Adelie,Torgersen,35.0,19.4,190.0,3325.0,.
9,Gentoo,Biscoe,40.8,14.3,192.0,5650.0,MALE
10,Gentoo,Dream,34.0,16.7,197.0,3675.0,MALE
11,Chinstrap,Torgersen,44.0,14.5,184.0,3575.0,FEMALE
12,Gentoo,Torgersen,58.0,15.7,184.0,2850.0,.
13,Gentoo,Torgersen,35.6,13.6,201.0,5350.0,MALE
14,Adelie,Biscoe,54.2,17.2,219.0,3625.0,MALE
15,Chinstrap,Dream,45.5,15.2,196.0,4900.0,.
16,Gentoo,Dream,42.5,18.1,189.0,6000.0,MALE
17,Adelie,Biscoe,38.1,16.8,224.0,5400.0,FEMALE
18,Gentoo,Biscoe,36.8,17.9,208.0,4300.0,.
19,Chinstrap,Biscoe,37.3,14.2,208.0,4675.0,FEMALE
20,Chinstrap,Biscoe,38.8,15.7,216.0,5800.0,FEMALE
21,Adelie,Torgersen,45.6,15.2,198.0,4775.0,MALE
22,Gentoo,Biscoe,46.2,19.2,221.0,5000.0,.
23,Chinstrap,Torgersen,39.2,14.6,191.0,3700.0,MALE
24,Chinstrap,Biscoe,35.1,18.6,225.0,3150.0,FEMALE
25,Adelie,Torgersen,44.9,20.6,190.0,3300.0,MALE
26,Chinstrap,Dream,39.1,20.7,187.0,3975.0,FEMALE
27,Adelie,Dream,49.5,17.0,191.0,4575.0,.
28,Gentoo,Biscoe,41.0,19.0,191.0,5100.0,.
29,Adelie,Torgersen,42.5,15.6,197.0,4550.0,FEMALE
30,Adelie,Dream,37.6,19.3,185.0,3650.0,FEMALE
31,Gentoo,Biscoe,49.0,15.5,221.0,5450.0,MALE
32,Adelie,Dream,49.0,20.7,228.0,3775.0,MALE
33,Adelie,Dream,44.0,19.6,186.0,4650.0,MALE
34,Gentoo,Torgersen,34.0,18.5,208.0,3425.0,.
35,Chinstrap,Biscoe,47.6,17.8,208.0,4775.0,.
36,Chinstrap,Torgersen,44.4,17.8,191.0,4300.0,MALE
37,Adelie,Biscoe,36.7,14.4,221.0,4575.0,MALE
