,species,island,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex
0,Chinstrap,Dream,40.2,14.9,193.0,3725.0,FEMALE
1,Adelie,Dream,50.9,18.7,196.0,4800.0,FEMALE
2,Gentoo,Torgersen,49.9,19.8,202.0,6000.0,MALE
3,Chinstrap,Dream,55.9,15.4,196.0,5850.0,FEMALE
4,Adelie,Biscoe,40.5,13.4,210.0,4050.0,.
5,Gentoo,Biscoe,49.6,18.8,213.0,5200.0,FEMALE
6,Chinstrap,Biscoe,35.2,15.3,209.0,4650.0,.
7,Gentoo,Dream,41.1,18.2,190.0,4875.0,.
8,Chinstrap,Dream,38.2,19.2,196.0,4775.0,FEMALE
9,Chinstrap,Dream,44.1,21.1,181.0,4275.0,.
10,Gentoo,Biscoe,40.9,16.5,216.0,5650.0,.
11,Chinstrap,Torgersen,45.5,19.2,207.0,3200.0,.
12,Chinstrap,Torgersen,40.9,14.1,218.0,4950.0,FEMALE
13,Gentoo,Dream,52.5,16.4,185.0,3875.0,MALE
14,Adelie,Torgersen,41.0,13.1,193.0,2925.0,.
15,Gentoo,Dream,36.8,18.3,193.0,4900.0,.
16,Adelie,Torgersen,37.0,20.6,194.0,3825.0,.
17,Gentoo,Biscoe,44.9,20.1,213.0,4000.0,.
18,Gentoo,Biscoe,41.6,19.7,193.0,5500.0,.
19,Gentoo,Torgersen,51.5,21.1,199.0,4975.0,MALE
20,Adelie,Biscoe,47.4,18.4,212.0,3600.0,MALE
21,Chinstrap,Dream,37.9,13.8,194.0,3050.0,.
22,Chinstrap,Torgersen,47.4,14.7,184.0,4775.0,FEMALE
23,Adelie,Biscoe,50.6,18.2,191.0,4575.0,.
24,Adelie,Dream,48.5,14.0,190.0,3300.0,MALE
25,Adelie,Biscoe,48.1,20.1,184.0,5650.0,MALE
26,Gentoo,Dream,39.6,21.2,190.0,3525.0,FEMALE
27,Chinstrap,Torgersen,42.5,16.6,195.0,5950.0,MALE
28,Adelie,Biscoe,50.7,13.5,218.0,6050.0,FEMALE
29,Adelie,Dream,45.2,16.7,187.0,4500.0,FEMALE
30,Gentoo,Biscoe,39.1,15.0,203.0,4475.0,FEMALE
31,Chinstrap,Dream,53.5,18.6,198.0,3400.0,.
32,Adelie,Biscoe,36.9,20.6,203.0,5550.0,MALE
33,Adelie,Dream,45.1,16.3,191.0,5500.0,FEMALE
34,Chinstrap,Dream,41.7,13.9,216.0,6300.0,FEMALE
35,Adelie,Torgersen,37.0,18.1,190.0,4375.0,FEMALE
36,Chinstrap,Dream,38.1,19.5,190.0,4850.0,MALE
37,Gentoo,Torgersen,37.0,14.9,195.0,5750.0,.
38,Chinstrap,Biscoe,35.5,18.8,210.0,4475.0,FEMALE
39,Chinstrap,Dream,47.6,15.8,195.0,3675.0,FEMALE
40,Gentoo,Biscoe,43.3,17.9,213.0,4675.0,FEMALE
41,Chinstrap,Dream,41.3,20.1,198.0,3975.0,MALE
42,Gentoo,Dream,44.5,17.7,192.0,4900.0,.
43,Gentoo,Biscoe,39.1,19.4,210.0,3700.0,FEMALE
44,Chinstrap,Dream,49.2,14.4,205.0,5200.0,MALE
45,Gentoo,Biscoe,38.6,18.3,210.0,4300.0,.
46,Adelie,Dream,50.3,16.7,185.0,4850.0,MALE
47,Gentoo,Dream,52.1,20.0,214.0,5150.0,FEMALE
48,Chinstrap,Torgersen,51.1,20.7,191.0,3775.0,FEMALE
49,Gentoo,Torgersen,48.5,15.4,191.0,6050.0,FEMALE
50,Adelie,Biscoe,39.2,14.9,213.0,4275.0,.
51,Chinstrap,Torgersen,36.8,13.1,185.0,3325.0,.
52,Gentoo,Dream,41.1,15.5,191.0,5400.0,MALE
53,Chinstrap,Dream,52.0,15.4,218.0,3525.0,FEMALE
54,Gentoo,Biscoe,41.5,14.4,192.0,4625.0,MALE
55,Chinstrap,Dream,36.6,16.8,230.0,3800.0,FEMALE
56,Adelie,Biscoe,52.5,15.8,191.0,3975.0,.
57,Gentoo,Dream,47.6,13.6,201.0,6050.0,FEMALE
58,Gentoo,Biscoe,52.1,13.4,212.0,6300.0,MALE
59,Chinstrap,Dream,35.7,15.6,190.0,4725.0,.
60,Chinstrap,Dream,46.9,16.1,193.0,2850.0,.
61,Adelie,Biscoe,45.5,17.6,219.0,3775.0,.
62,Chinstrap,Torgersen,46.5,16.0,210.0,5600.0,FEMALE
63,Gentoo,Torgersen,39.5,17.3,174.0,4150.0,MALE
64,Adelie,Dream,40.2,19.7,178.0,4900.0,.
65,Gentoo,Biscoe,50.5,21.5,208.0,3550.0,FEMALE
66,Gentoo,Torgersen,37.0,19.4,223.0,4750.0,.
67,Chinstrap,Torgersen,48.2,20.7,174.0,3075.0,.
68,Adelie,Torgersen,37.3,17.0,191.0,6300.0,FEMALE
69,Chinstrap,Biscoe,48.5,19.2,172.0,5500.0,FEMALE
70,Chinstrap,Biscoe,49.8,18.5,210.0,4300.0,MALE
71,Adelie,Biscoe,40.2,16.5,194.0,4775.0,.
72,Gentoo,Dream,49.4,19.6,210.0,5450.0,FEMALE
73,Chinstrap,Dream,35.0,17.4,197.0,3400.0,MALE
74,Gentoo,Dream,35.3,13.9,197.0,3075.0,FEMALE
75,Gentoo,Biscoe,41.7,20.0,220.0,3750.0,FEMALE
76,Gentoo,Biscoe,35.1,18.7,219.0,4600.0,.
77,Adelie,Dream,50.2,15.6,193.0,3650.0,FEMALE
78,Chinstrap,Biscoe,51.7,19.0,216.0,3825.0,.
79,Chinstrap,Torgersen,36.3,21.1,187.0,5750.0,.
80,Adelie,Biscoe,50.8,16.7,224.0,3650.0,.
81,Chinstrap,Biscoe,51.7,20.0,220.0,5050.0,FEMALE
82,Adelie,Torgersen,37.2,15.2,190.0,4400.0,FEMALE
83,Gentoo,Biscoe,38.9,16.4,215.0,3675.0,FEMALE
84,Gentoo,Dream,36.0,18.8,192.0,4725.0,.
85,Gentoo,Biscoe,35.7,19.2,224.0,2850.0,MALE
86,Gentoo,Dream,46.2,14.6,190.0,3150.0,FEMALE
87,Chinstrap,Biscoe,43.3,19.0,199.0,3500.0,FEMALE
88,Adelie,Biscoe,48.4,16.3,219.0,3600.0,.
89,Adelie,Torgersen,39.0,16.5,195.0,4700.0,MALE
90,Adelie,Dream,43.4,15.8,187.0,3150.0,.
91,Gentoo,Dream,34.6,18.0,190.0,4725.0,.
92,Gentoo,Biscoe,49.2,15.8,219.0,3275.0,FEMALE
93,Gentoo,Biscoe,46.5,19.9,217.0,4250.0,FEMALE
94,Gentoo,Biscoe,36.5,19.0,199.0,3450.0,FEMALE
95,Gentoo,Dream,42.7,18.2,185.0,3000.0,FEMALE
96,Gentoo,Biscoe,38.6,20.3,213.0,5150.0,FEMALE
97,Adelie,Torgersen,34.5,18.2,223.0,5200.0,FEMALE
98,Adelie,Biscoe,55.8,18.3,212.0,5350.0,FEMALE
99,Chinstrap,Dream,34.4,16.1,196.0,4675.0,MALE
100,Chinstrap,Biscoe,33.5,18.9,208.0,4900.0,MALE
101,Chinstrap,Biscoe,45.5,20.0,210.0,5150.0,MALE
102,Gentoo,Biscoe,42.1,15.1,215.0,3500.0,MALE
103,Chinstrap,Dream,46.8,13.5,197.0,4725.0,MALE
104,Adelie,Torgersen,42.2,15.7,176.0,3675.0,MALE
105,Gentoo,Dream,47.8,18.0,216.0,4700.0,MALE
106,Adelie,Dream,36.9,17.2,178.0,4375.0,.
107,Gentoo,Torgersen,39.1,19.0,195.0,3250.0,.
108,Gentoo,Biscoe,50.5,13.1,222.0,3800.0,FEMALE
