,species,island,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex
0,Gentoo,Torgersen,35.7,16.1,213.0,2850.0,.
1,Chinstrap,Dream,46.2,13.6,183.0,5650.0,MALE
2,Gentoo,Torgersen,50.4,14.3,184.0,3175.0,.
3,Chinstrap,Biscoe,49.9,14.2,215.0,2900.0,MALE
4,Adelie,Dream,39.2,14.2,195.0,5350.0,.
5,Adelie,Biscoe,46.0,17.8,220.0,4375.0,.
6,Adelie,Dream,50.2,15.9,196.0,2700.0,FEMALE
7,Chinstrap,Biscoe,37.8,17.4,210.0,3150.0,MALE
8,Chinstrap,Biscoe,34.6,18.0,213.0,3275.0,.
9,Gentoo,Torgersen,46.0,17.0,197.0,3900.0,FEMALE
10,Gentoo,Dream,54.2,14.8,219.0,5750.0,FEMALE
11,Adelie,Dream,41.6,13.9,205.0,3950.0,MALE
12,Gentoo,Dream,48.2,15.5,187.0,4700.0,FEMALE
13,Chinstrap,Dream,38.6,17.3,196.0,6050.0,FEMALE
14,Chinstrap,Dream,49.9,15.4,182.0,3725.0,MALE
15,Adelie,Biscoe,42.4,16.2,230.0,4850.0,FEMALE
16,Gentoo,Dream,43.6,20.3,183.0,5500.0,.
17,Gentoo,Dream,43.5,13.4,190.0,3500.0,MALE
18,Adelie,Torgersen,49.6,13.8,210.0,3175.0,MALE
19,Gentoo,Dream,35.7,19.6,190.0,4350.0,.
20,Gentoo,Biscoe,33.5,14.6,217.0,5800.0,MALE
21,Adelie,Biscoe,47.5,19.7,191.0,5500.0,MALE
22,Adelie,Torgersen,38.2,18.0,202.0,3475.0,.
23,Gentoo,Biscoe,38.3,14.0,216.0,5850.0,.
24,Chinstrap,Dream,41.6,15.8,216.0,3975.0,FEMALE
25,Adelie,Biscoe,50.8,21.1,220.0,5400.0,MALE
26,Chinstrap,Biscoe,50.2,14.5,228.0,3175.0,.
27,Chinstrap,Biscoe,59.6,16.4,213.0,4000.0,MALE
28,Adelie,Biscoe,40.5,16.9,203.0,4450.0,MALE
29,Gentoo,Biscoe,46.3,17.7,216.0,4625.0,MALE
30,Gentoo,Torgersen,36.0,15.6,190.0,5600.0,FEMALE
31,Adelie,Torgersen,40.2,17.3,194.0,3725.0,FEMALE
32,Gentoo,Biscoe,45.8,15.9,221.0,3250.0,FEMALE
33,Gentoo,Biscoe,39.6,17.1,230.0,4250.0,MALE
34,Gentoo,Biscoe,38.5,16.6,228.0,3150.0,MALE
35,Adelie,Dream,48.5,20.6,193.0,5350.0,MALE
36,Chinstrap,Dream,42.5,14.6,187.0,3200.0,MALE
37,Adelie,Biscoe,49.5,19.6,191.0,4400.0,FEMALE
38,Gentoo,Dream,49.1,17.7,182.0,3500.0,MALE
39,Gentoo,Torgersen,44.4,15.8,174.0,3250.0,MALE
40,Adelie,Dream,52.8,19.0,181.0,4600.0,FEMALE
41,Adelie,Dream,51.3,17.7,210.0,4975.0,MALE
42,Chinstrap,Dream,40.6,14.4,187.0,3825.0,FEMALE
43,Adelie,Torgersen,32.1,15.6,197.0,3900.0,FEMALE
44,Chinstrap,Torgersen,46.3,17.6,195.0,5100.0,MALE
45,Gentoo,Biscoe,47.2,21.2,222.0,4775.0,FEMALE
46,Adelie,Torgersen,55.9,18.6,224.0,3000.0,FEMALE
47,Adelie,Biscoe,46.4,15.7,217.0,4900.0,MALE
48,Gentoo,Biscoe,44.5,15.0,215.0,4550.0,MALE
