species,island,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex
Chinstrap,Dream,36.6,17.2,190.0,3346.7,FEMALE
Adelie,Biscoe,35.9,16.3,179.7,2780.5,FEMALE
Adelie,Biscoe,40.7,13.7,209.4,4427.0,MALE
Chinstrap,Dream,45.3,18.7,188.1,3536.0,FEMALE
Chinstrap,Dream,42.5,17.4,187.4,3754.5,FEMALE
Gentoo,Biscoe,45.8,14.0,210.9,4302.7,FEMALE
Gentoo,Biscoe,57.2,16.9,231.0,6191.3,MALE
Chinstrap,Torgersen,58.1,20.1,215.1,4219.3,MALE
Gentoo,Biscoe,46.1,14.6,212.4,4492.1,FEMALE
Gentoo,Biscoe,48.6,14.9,219.8,5242.5,MALE
Gentoo,Biscoe,49.9,16.1,223.9,5540.0,MALE
Gentoo,Biscoe,49.2,15.7,216.2,5582.5,MALE
Gentoo,Biscoe,50.3,16.0,225.8,5768.1,MALE
Gentoo,Biscoe,52.7,15.7,221.4,5474.6,MALE
Adelie,Biscoe,37.1,19.1,184.3,3271.1,FEMALE
Gentoo,Biscoe,49.4,14.6,205.3,4740.1,MALE
Gentoo,Biscoe,48.6,15.2,217.8,4854.2,FEMALE
Adelie,Dream,41.3,20.4,195.0,3630.8,MALE
Gentoo,Biscoe,40.6,13.4,202.0,4037.0,FEMALE
Adelie,Dream,52.9,17.2,180.6,3384.3,FEMALE
Adelie,Torgersen,42.7,18.6,193.2,3417.5,FEMALE
Adelie,Biscoe,41.4,21.0,208.6,5090.4,MALE
Gentoo,Biscoe,45.0,13.9,195.4,4101.8,FEMALE
Gentoo,Biscoe,48.8,16.2,230.9,5911.2,MALE
Adelie,Biscoe,35.0,17.6,179.1,3754.5,FEMALE
Gentoo,Biscoe,40.8,13.5,207.9,4238.4,FEMALE
Adelie,Dream,39.0,16.7,184.3,2975.6,FEMALE
Adelie,Biscoe,43.9,20.2,200.0,4483.2,MALE
Adelie,Dream,41.1,18.6,193.7,3891.5,MALE
Adelie,Biscoe,40.3,18.0,197.7,4599.8,FEMALE
Chinstrap,Dream,38.5,17.1,189.0,3546.3,FEMALE
Adelie,Dream,36.6,18.0,194.5,3211.8,FEMALE
Chinstrap,Dream,43.9,21.5,216.2,4480.1,MALE
Gentoo,Biscoe,43.9,17.5,214.9,4511.9,FEMALE
Adelie,Torgersen,38.3,20.9,200.7,3913.2,FEMALE
Gentoo,Dream,49.4,19.0,216.7,4118.7,FEMALE
Adelie,Dream,46.1,21.1,196.5,4402.1,MALE
Adelie,Torgersen,40.3,19.4,198.1,4672.3,FEMALE
Gentoo,Biscoe,46.1,13.9,211.6,4294.4,FEMALE
Gentoo,Biscoe,46.0,18.0,223.0,5573.7,MALE
Adelie,Biscoe,35.4,16.9,190.5,3147.1,FEMALE
Adelie,Biscoe,36.4,17.6,189.5,3962.9,MALE
Adelie,Dream,35.2,19.1,197.0,3430.5,FEMALE
Adelie,Biscoe,39.0,18.5,192.6,4523.8,MALE
Adelie,Dream,37.7,16.7,189.9,3117.8,FEMALE
Chinstrap,Dream,50.8,16.4,189.8,3188.4,FEMALE
Adelie,Dream,53.1,18.5,212.7,4064.4,MALE
Chinstrap,Biscoe,51.5,18.8,226.8,3693.2,MALE
Gentoo,Biscoe,45.2,13.7,209.3,4161.6,FEMALE
Adelie,Dream,39.8,18.4,187.1,3412.9,FEMALE
Gentoo,Biscoe,47.0,16.6,231.0,6213.6,MALE
Adelie,Dream,54.4,21.4,202.9,4028.5,FEMALE
Gentoo,Biscoe,44.8,13.7,192.7,4112.6,MALE
Chinstrap,Biscoe,47.3,15.1,218.3,5006.0,FEMALE
Adelie,Torgersen,44.7,18.6,206.6,4219.3,MALE
Adelie,Biscoe,41.5,18.3,193.9,4525.4,MALE
Gentoo,Biscoe,47.8,15.1,212.5,4688.9,MALE
Gentoo,Biscoe,51.2,15.0,216.6,5798.2,FEMALE
Gentoo,Biscoe,47.4,14.0,207.7,4888.3,MALE
Adelie,Dream,40.5,13.7,208.7,4391.6,MALE
Adelie,Biscoe,39.1,19.6,201.2,4595.6,MALE
Chinstrap,Dream,50.8,20.2,199.0,4632.3,MALE
Gentoo,Dream,56.9,20.4,210.1,6263.6,MALE
Chinstrap,Dream,42.9,17.8,200.6,3372.9,FEMALE
Adelie,Dream,37.1,20.4,197.6,3753.0,MALE
Adelie,Biscoe,39.2,19.7,201.6,4621.8,MALE
Chinstrap,Dream,51.4,19.9,198.5,4028.8,MALE
Chinstrap,Biscoe,50.5,20.3,219.8,4628.5,MALE
Chinstrap,Dream,48.2,19.6,181.8,3447.3,FEMALE
Gentoo,Biscoe,49.1,14.5,212.1,4719.9,MALE
Adelie,Biscoe,38.4,19.1,186.0,3112.5,FEMALE
Gentoo,Biscoe,51.1,16.4,221.3,5489.7,MALE
Chinstrap,Dream,48.2,21.5,203.0,3954.4,MALE
Gentoo,Biscoe,42.8,13.2,207.6,4464.9,FEMALE
Chinstrap,Dream,43.3,16.0,188.1,3377.6,FEMALE
Gentoo,Biscoe,47.3,15.5,215.2,4982.1,FEMALE
Adelie,Dream,35.6,18.0,182.7,3559.1,FEMALE
Adelie,Dream,39.7,16.7,174.4,3895.5,FEMALE
Gentoo,Biscoe,47.0,16.1,216.8,5421.4,MALE
Gentoo,Biscoe,51.7,15.5,219.3,5338.6,MALE
Adelie,Biscoe,34.9,16.5,189.0,3072.0,FEMALE
Gentoo,Biscoe,50.8,16.6,231.0,5998.2,MALE
Chinstrap,Dream,43.5,21.0,217.8,6083.1,MALE
Chinstrap,Biscoe,52.7,16.1,230.1,5472.3,MALE
Adelie,Biscoe,37.4,18.3,191.8,2860.2,FEMALE
Adelie,Biscoe,43.5,19.2,203.7,4140.8,MALE
Adelie,Biscoe,37.8,16.1,183.3,3088.5,FEMALE
Chinstrap,Biscoe,43.0,19.8,205.0,4575.8,MALE
Chinstrap,Dream,50.3,13.9,195.0,3632.8,MALE
Chinstrap,Dream,36.2,18.2,187.2,3419.7,FEMALE
Adelie,Dream,36.2,17.3,195.7,3724.6,FEMALE
Adelie,Dream,32.7,16.0,184.3,2760.2,FEMALE
Adelie,Biscoe,39.9,19.0,191.9,4379.7,MALE
