species,island,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex
Adelie,Biscoe,44.3,16.1,187.8,2787.2,FEMALE
Adelie,Dream,34.8,16.8,182.6,3171.0,FEMALE
Adelie,Biscoe,39.0,19.6,200.8,4615.0,MALE
Gentoo,Biscoe,50.9,15.5,224.5,4978.0,FEMALE
Chinstrap,Biscoe,52.0,17.9,184.4,3939.1,MALE
Gentoo,Biscoe,43.7,14.2,211.7,4720.2,FEMALE
Chinstrap,Dream,44.5,19.1,186.8,3461.8,FEMALE
Gentoo,Biscoe,41.7,14.1,198.3,4245.4,MALE
Gentoo,Biscoe,55.9,16.2,230.9,5980.6,MALE
Gentoo,Biscoe,47.5,15.9,214.9,5467.0,MALE
Adelie,Biscoe,38.5,16.7,198.7,3763.8,FEMALE
Adelie,Torgersen,33.0,16.7,188.5,2953.6,FEMALE
Chinstrap,Dream,44.8,15.1,174.0,2700.0,FEMALE
Adelie,Dream,36.7,19.1,194.7,3807.2,MALE
Gentoo,Biscoe,50.2,15.7,213.4,5384.0,MALE
Adelie,Dream,38.6,18.0,197.8,5640.5,FEMALE
Adelie,Torgersen,39.2,18.8,195.3,4449.3,FEMALE
Adelie,Dream,41.2,20.4,194.8,3595.2,MALE
Gentoo,Dream,42.2,19.8,199.0,4667.0,MALE
Adelie,Biscoe,41.9,17.9,207.3,4333.1,FEMALE
Adelie,Torgersen,39.2,18.4,189.9,4177.4,MALE
Chinstrap,Dream,48.9,17.7,198.6,3920.7,FEMALE
Adelie,Dream,41.8,19.7,214.3,4558.4,MALE
Adelie,Dream,37.7,17.3,186.9,3129.6,FEMALE
Gentoo,Biscoe,50.8,16.1,222.9,5652.3,MALE
Gentoo,Biscoe,50.4,16.3,212.9,5386.7,MALE
Chinstrap,Dream,45.8,17.5,195.2,3662.8,MALE
Adelie,Torgersen,39.1,17.8,196.0,3652.8,FEMALE
Gentoo,Biscoe,59.6,17.7,231.0,6214.6,MALE
Gentoo,Biscoe,48.2,14.4,202.4,4589.5,MALE
Gentoo,Torgersen,42.5,18.3,207.9,4142.1,FEMALE
Adelie,Torgersen,41.9,19.0,195.9,3769.4,FEMALE
Adelie,Biscoe,40.7,20.2,204.3,4815.9,MALE
Gentoo,Biscoe,51.0,14.5,220.3,5851.6,MALE
Gentoo,Biscoe,49.1,16.0,216.1,5580.1,MALE
Adelie,Torgersen,39.3,21.4,192.5,3861.6,FEMALE
Adelie,Torgersen,33.0,19.1,185.3,3114.3,FEMALE
Adelie,Biscoe,40.5,17.3,186.2,3072.8,FEMALE
Gentoo,Biscoe,45.0,14.0,215.8,4876.0,FEMALE
Chinstrap,Dream,49.1,19.3,189.4,5645.7,MALE
Gentoo,Biscoe,47.0,14.8,189.5,4994.5,FEMALE
