species,island,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex
Chinstrap,Dream,51.6,18.3,198.0,3740.1,MALE
Adelie,Dream,37.1,17.7,198.9,3446.9,FEMALE
Adelie,Dream,40.6,17.2,181.0,3444.4,FEMALE
Adelie,Biscoe,42.0,14.1,211.7,4609.1,MALE
Chinstrap,Dream,49.7,18.3,196.0,3982.5,FEMALE
Gentoo,Biscoe,52.0,16.1,216.2,5559.0,MALE
Adelie,Biscoe,42.6,18.8,201.5,4002.1,MALE
Adelie,Dream,37.4,17.8,189.5,3903.5,FEMALE
Adelie,Dream,51.4,19.0,192.9,4167.5,MALE
Gentoo,Biscoe,45.6,14.6,215.6,4786.0,MALE
Chinstrap,Dream,44.6,18.1,185.1,3161.9,FEMALE
Gentoo,Torgersen,41.0,13.6,190.4,3892.1,FEMALE
Chinstrap,Dream,48.9,19.2,183.4,4934.6,MALE
Adelie,Dream,35.0,19.3,192.2,3135.9,MALE
Adelie,Torgersen,33.8,17.1,190.8,3086.5,FEMALE
Adelie,Torgersen,38.1,15.1,188.5,2908.5,FEMALE
Gentoo,Biscoe,49.5,14.0,213.7,4823.9,FEMALE
Gentoo,Biscoe,44.3,14.2,210.1,4501.8,FEMALE
Adelie,Dream,52.8,19.1,195.1,4274.3,MALE
Gentoo,Biscoe,46.4,16.2,212.6,4644.1,MALE
Adelie,Biscoe,42.4,17.0,188.7,3335.4,FEMALE
Adelie,Dream,36.4,19.0,191.2,3441.6,FEMALE
Adelie,Dream,45.3,16.8,187.2,3547.4,FEMALE
Chinstrap,Biscoe,51.0,20.2,182.9,3942.7,MALE
Adelie,Dream,43.1,21.5,190.4,4270.4,MALE
Gentoo,Dream,47.7,18.6,213.6,4718.6,FEMALE
Chinstrap,Dream,42.4,21.2,213.9,5066.7,MALE
Gentoo,Biscoe,44.7,14.0,213.3,4642.2,FEMALE
Chinstrap,Dream,47.8,19.5,181.2,3414.9,FEMALE
Chinstrap,Dream,40.6,18.9,195.1,4199.4,FEMALE
Adelie,Dream,37.5,18.8,187.3,3850.0,MALE
Adelie,Dream,35.9,18.7,185.9,3733.9,FEMALE
